Siruta,Localitate,Judet,i_0_4,i_10_14,i_15_19,i_20_24,i_25_29,i_30_34,i_35_39,i_40_44,i_45_49,i_5_9,i_50_54,i_55_59,i_60_64,i_65_69,i_70_74,i_75_79,i_80_84,i_85
107485,Botiza,MM,0.044,0.057,0.066,0.064,0.068,0.078,0.084,0.081,0.065,0.042,0.063,0.058,0.061,0.058,0.04,0.026,0.025,0.02
107519,Budesti,MM,0.042,0.046,0.054,0.066,0.076,0.069,0.071,0.065,0.072,0.045,0.067,0.061,0.062,0.058,0.053,0.04,0.03,0.021
107546,Calinesti,MM,0.037,0.048,0.054,0.063,0.074,0.066,0.085,0.075,0.07,0.044,0.053,0.072,0.066,0.059,0.048,0.04,0.025,0.022
107582,Cernesti,MM,0.042,0.056,0.069,0.073,0.065,0.059,0.086,0.086,0.082,0.044,0.042,0.052,0.056,0.056,0.05,0.038,0.029,0.016
107662,Cicarlau,MM,0.043,0.059,0.069,0.062,0.092,0.079,0.077,0.085,0.094,0.059,0.056,0.054,0.053,0.045,0.03,0.023,0.012,0.008
107715,Campulung La Tisa,MM,0.038,0.059,0.06,0.065,0.076,0.064,0.081,0.078,0.083,0.045,0.063,0.062,0.065,0.048,0.046,0.035,0.02,0.011
107733,Copalnic-Manastur,MM,0.041,0.058,0.067,0.065,0.071,0.064,0.072,0.08,0.087,0.047,0.05,0.058,0.058,0.054,0.047,0.041,0.022,0.019
107868,Coroieni,MM,0.086,0.066,0.073,0.055,0.064,0.061,0.063,0.075,0.062,0.068,0.039,0.047,0.054,0.06,0.039,0.044,0.025,0.02
107920,Cupseni,MM,0.038,0.047,0.055,0.057,0.081,0.072,0.074,0.066,0.07,0.037,0.065,0.068,0.069,0.056,0.044,0.047,0.038,0.017
107975,Desesti,MM,0.042,0.041,0.049,0.059,0.07,0.068,0.072,0.075,0.074,0.043,0.075,0.06,0.061,0.06,0.06,0.048,0.027,0.018
108017,Oras Dragomiresti,MM,0.052,0.06,0.052,0.062,0.075,0.079,0.077,0.075,0.067,0.054,0.05,0.061,0.059,0.055,0.045,0.032,0.025,0.02
108035,Dumbravita,MM,0.036,0.047,0.057,0.065,0.079,0.062,0.076,0.086,0.091,0.041,0.057,0.059,0.065,0.06,0.043,0.04,0.024,0.013
108106,Farcasa,MM,0.045,0.054,0.062,0.067,0.079,0.071,0.073,0.083,0.083,0.05,0.056,0.061,0.047,0.049,0.047,0.037,0.02,0.016
108151,Giulesti,MM,0.04,0.048,0.054,0.054,0.079,0.066,0.089,0.071,0.061,0.05,0.062,0.073,0.067,0.055,0.046,0.039,0.03,0.017
108204,Ieud,MM,0.051,0.058,0.085,0.093,0.099,0.084,0.072,0.072,0.066,0.053,0.055,0.05,0.044,0.032,0.031,0.024,0.02,0.01
108222,Lapus,MM,0.044,0.052,0.058,0.067,0.084,0.073,0.079,0.073,0.075,0.055,0.058,0.058,0.049,0.059,0.037,0.035,0.028,0.015
108240,Leordina,MM,0.044,0.048,0.059,0.06,0.074,0.079,0.086,0.074,0.074,0.048,0.058,0.068,0.048,0.046,0.045,0.044,0.027,0.016
108268,Miresu Mare,MM,0.046,0.058,0.065,0.065,0.068,0.061,0.08,0.082,0.072,0.051,0.046,0.057,0.055,0.067,0.046,0.037,0.028,0.016
108348,Moisei,MM,0.047,0.054,0.062,0.063,0.079,0.081,0.09,0.083,0.071,0.057,0.058,0.06,0.063,0.044,0.036,0.027,0.014,0.01
108366,Oarta De Jos,MM,0.037,0.049,0.052,0.06,0.062,0.063,0.063,0.063,0.072,0.049,0.042,0.067,0.065,0.085,0.052,0.052,0.038,0.03
108400,Ocna Sugatag,MM,0.039,0.046,0.059,0.065,0.077,0.072,0.083,0.081,0.072,0.043,0.061,0.065,0.065,0.056,0.046,0.034,0.022,0.013
108455,Petrova,MM,0.046,0.055,0.06,0.062,0.074,0.073,0.089,0.067,0.063,0.05,0.054,0.059,0.07,0.056,0.046,0.033,0.026,0.015
108473,Poienile De Sub Munte,MM,0.073,0.088,0.082,0.083,0.09,0.084,0.081,0.066,0.049,0.077,0.054,0.042,0.042,0.029,0.025,0.018,0.013,0.005
108491,Remetea Chioarului,MM,0.054,0.068,0.063,0.064,0.071,0.064,0.074,0.085,0.074,0.061,0.049,0.052,0.059,0.056,0.039,0.033,0.021,0.015
108552,Remeti,MM,0.052,0.053,0.064,0.063,0.083,0.083,0.091,0.088,0.075,0.053,0.057,0.06,0.052,0.048,0.032,0.028,0.014,0.005
108598,Repedea,MM,0.084,0.071,0.075,0.085,0.097,0.093,0.084,0.066,0.051,0.082,0.046,0.047,0.037,0.026,0.021,0.017,0.012,0.006
108614,Rona De Jos,MM,0.031,0.048,0.057,0.062,0.068,0.074,0.086,0.072,0.079,0.042,0.064,0.068,0.064,0.052,0.05,0.036,0.028,0.019
108632,Rona De Sus,MM,0.043,0.057,0.054,0.068,0.063,0.077,0.085,0.077,0.08,0.045,0.061,0.064,0.056,0.05,0.046,0.038,0.022,0.015
108669,Rozavlea,MM,0.047,0.043,0.052,0.069,0.083,0.087,0.091,0.07,0.072,0.045,0.054,0.059,0.054,0.054,0.039,0.038,0.028,0.016
108696,Ruscova,MM,0.058,0.067,0.065,0.082,0.094,0.091,0.095,0.073,0.057,0.071,0.045,0.058,0.044,0.031,0.026,0.021,0.014,0.008
108712,Satulung,MM,0.066,0.069,0.067,0.072,0.074,0.067,0.073,0.071,0.073,0.07,0.049,0.053,0.05,0.048,0.038,0.032,0.019,0.01
108794,Sacalaseni,MM,0.04,0.055,0.05,0.058,0.069,0.068,0.082,0.079,0.086,0.058,0.048,0.056,0.066,0.065,0.043,0.034,0.028,0.014
108874,Sacel,MM,0.04,0.054,0.062,0.056,0.07,0.078,0.081,0.075,0.061,0.046,0.062,0.057,0.061,0.061,0.045,0.044,0.029,0.016
108892,Oras Salistea De Sus,MM,0.036,0.052,0.054,0.058,0.076,0.075,0.084,0.083,0.065,0.043,0.058,0.064,0.069,0.059,0.045,0.039,0.026,0.014
108918,Salsig,MM,0.062,0.069,0.083,0.066,0.064,0.055,0.083,0.077,0.085,0.072,0.049,0.044,0.052,0.042,0.038,0.033,0.019,0.008
108945,Sapanta,MM,0.047,0.046,0.061,0.061,0.076,0.08,0.084,0.075,0.065,0.041,0.069,0.062,0.063,0.046,0.039,0.037,0.026,0.023
108963,Oras Seini,MM,0.044,0.055,0.062,0.061,0.08,0.079,0.086,0.088,0.092,0.054,0.057,0.062,0.055,0.045,0.03,0.025,0.016,0.01
109005,Stramtura,MM,0.032,0.049,0.053,0.063,0.07,0.074,0.079,0.068,0.068,0.043,0.056,0.074,0.063,0.061,0.052,0.044,0.027,0.024
109041,Suciu De Sus,MM,0.046,0.06,0.066,0.06,0.08,0.077,0.075,0.078,0.062,0.049,0.057,0.053,0.058,0.053,0.044,0.039,0.031,0.013
109096,Sisesti,MM,0.04,0.046,0.062,0.066,0.083,0.068,0.081,0.086,0.083,0.044,0.063,0.057,0.055,0.054,0.05,0.034,0.018,0.01
109176,Oras Somcuta Mare,MM,0.055,0.058,0.056,0.061,0.077,0.069,0.079,0.073,0.075,0.061,0.05,0.058,0.064,0.051,0.041,0.037,0.022,0.013
109265,Oras Ulmeni,MM,0.053,0.075,0.063,0.064,0.079,0.073,0.069,0.078,0.071,0.077,0.046,0.051,0.054,0.051,0.039,0.024,0.021,0.014
109354,Valea Chioarului,MM,0.041,0.06,0.054,0.054,0.068,0.064,0.064,0.08,0.077,0.049,0.049,0.056,0.062,0.059,0.051,0.051,0.038,0.022
109425,Vima Mica,MM,0.033,0.053,0.065,0.074,0.061,0.052,0.053,0.066,0.091,0.037,0.053,0.056,0.053,0.066,0.058,0.067,0.035,0.026
109504,Viseu De Jos,MM,0.041,0.053,0.055,0.057,0.074,0.072,0.084,0.083,0.07,0.043,0.052,0.061,0.074,0.053,0.05,0.037,0.025,0.017
109773,Municipiul Drobeta-Turnu Severin,MH,0.038,0.043,0.045,0.057,0.08,0.074,0.089,0.087,0.101,0.043,0.069,0.083,0.069,0.052,0.026,0.022,0.013,0.008
109826,Simian,MH,0.051,0.058,0.061,0.074,0.08,0.069,0.078,0.085,0.103,0.052,0.061,0.061,0.049,0.045,0.028,0.024,0.014,0.008
109924,Oras Baia De Arama,MH,0.044,0.058,0.076,0.075,0.079,0.073,0.084,0.084,0.079,0.045,0.057,0.057,0.05,0.046,0.031,0.032,0.016,0.013
110027,Obarsia-Closani,MH,0.033,0.053,0.08,0.077,0.074,0.074,0.073,0.086,0.071,0.053,0.046,0.064,0.051,0.06,0.039,0.035,0.016,0.014
110063,Municipiul Orsova,MH,0.034,0.046,0.043,0.049,0.072,0.068,0.088,0.089,0.088,0.043,0.059,0.084,0.092,0.062,0.031,0.024,0.017,0.01
110116,Oras Strehaia,MH,0.042,0.055,0.064,0.068,0.079,0.072,0.079,0.083,0.083,0.051,0.056,0.062,0.062,0.051,0.032,0.029,0.02,0.01
110232,Oras Vanju Mare,MH,0.041,0.044,0.051,0.066,0.073,0.061,0.072,0.072,0.092,0.04,0.064,0.078,0.069,0.057,0.035,0.042,0.029,0.015
110296,Bala,MH,0.034,0.046,0.062,0.069,0.067,0.061,0.068,0.081,0.088,0.039,0.051,0.055,0.058,0.07,0.039,0.048,0.037,0.027
110456,Balta,MH,0.03,0.038,0.056,0.049,0.054,0.055,0.051,0.056,0.065,0.027,0.05,0.062,0.064,0.088,0.06,0.086,0.07,0.041
110535,Balacita,MH,0.041,0.05,0.061,0.066,0.057,0.048,0.067,0.074,0.074,0.039,0.048,0.054,0.055,0.074,0.057,0.066,0.047,0.023
110571,Bacles,MH,0.032,0.044,0.051,0.04,0.05,0.058,0.067,0.069,0.062,0.046,0.048,0.055,0.068,0.078,0.059,0.084,0.053,0.034
110688,Balvanesti,MH,0.036,0.056,0.051,0.049,0.057,0.054,0.065,0.084,0.076,0.061,0.038,0.055,0.06,0.069,0.053,0.061,0.047,0.027
110740,Breznita-Motru,MH,0.031,0.045,0.056,0.063,0.073,0.066,0.065,0.065,0.088,0.039,0.052,0.063,0.052,0.057,0.043,0.058,0.055,0.027
110820,Breznita-Ocol,MH,0.045,0.049,0.056,0.072,0.074,0.071,0.071,0.086,0.1,0.046,0.066,0.057,0.051,0.052,0.039,0.035,0.02,0.007
110875,Brosteni,MH,0.035,0.054,0.062,0.065,0.075,0.067,0.078,0.081,0.095,0.048,0.045,0.065,0.057,0.052,0.04,0.042,0.028,0.011
110946,Burila Mare,MH,0.039,0.042,0.053,0.051,0.068,0.062,0.07,0.067,0.071,0.034,0.057,0.062,0.059,0.075,0.054,0.064,0.038,0.035
111006,Butoiesti,MH,0.057,0.064,0.077,0.076,0.079,0.058,0.069,0.087,0.084,0.044,0.046,0.051,0.043,0.045,0.038,0.038,0.03,0.015
111097,Cazanesti,MH,0.04,0.059,0.057,0.059,0.06,0.06,0.065,0.081,0.087,0.051,0.04,0.052,0.052,0.062,0.055,0.057,0.039,0.024
111220,Ciresu,MH,0.039,0.039,0.043,0.035,0.041,0.047,0.043,0.1,0.059,0.045,0.055,0.055,0.033,0.071,0.071,0.09,0.069,0.067
111275,Corcova,MH,0.054,0.064,0.079,0.076,0.077,0.066,0.082,0.083,0.081,0.058,0.047,0.049,0.046,0.042,0.033,0.034,0.02,0.009
111417,Corlatel,MH,0.037,0.044,0.064,0.069,0.061,0.051,0.064,0.08,0.071,0.05,0.054,0.062,0.064,0.069,0.042,0.051,0.034,0.034
111444,Cujmir,MH,0.035,0.047,0.055,0.054,0.073,0.053,0.081,0.063,0.081,0.041,0.054,0.064,0.066,0.07,0.048,0.061,0.032,0.023
111480,Devesel,MH,0.048,0.058,0.056,0.051,0.057,0.054,0.068,0.067,0.062,0.059,0.047,0.046,0.06,0.081,0.053,0.058,0.048,0.025
111550,Darvari,MH,0.045,0.053,0.056,0.057,0.066,0.059,0.063,0.077,0.077,0.043,0.049,0.056,0.056,0.064,0.046,0.068,0.037,0.025
111587,Dumbrava,MH,0.04,0.049,0.061,0.045,0.08,0.057,0.05,0.066,0.073,0.04,0.045,0.053,0.058,0.055,0.067,0.075,0.055,0.032
111685,Floresti,MH,0.039,0.049,0.052,0.092,0.086,0.063,0.07,0.08,0.095,0.041,0.055,0.061,0.046,0.048,0.032,0.039,0.035,0.015
111783,Garla Mare,MH,0.075,0.084,0.079,0.072,0.069,0.059,0.07,0.067,0.056,0.075,0.036,0.046,0.049,0.053,0.038,0.034,0.025,0.013
111818,Godeanu,MH,0.038,0.043,0.055,0.062,0.033,0.064,0.065,0.082,0.076,0.033,0.046,0.046,0.04,0.062,0.079,0.086,0.06,0.031
111863,Gogosu,MH,0.065,0.07,0.066,0.054,0.089,0.069,0.067,0.066,0.073,0.069,0.052,0.051,0.045,0.052,0.032,0.041,0.025,0.015
111916,Greci,MH,0.039,0.048,0.05,0.055,0.054,0.054,0.065,0.077,0.084,0.049,0.037,0.057,0.056,0.062,0.052,0.063,0.059,0.038
111989,Grozesti,MH,0.052,0.075,0.083,0.075,0.075,0.059,0.081,0.086,0.068,0.053,0.04,0.048,0.046,0.04,0.041,0.031,0.03,0.017
112030,Gruia,MH,0.079,0.056,0.066,0.063,0.059,0.063,0.067,0.069,0.059,0.07,0.05,0.05,0.05,0.052,0.043,0.056,0.027,0.02
112076,Hinova,MH,0.045,0.06,0.057,0.056,0.071,0.063,0.087,0.092,0.081,0.06,0.053,0.07,0.055,0.052,0.029,0.031,0.023,0.014
112129,Husnicioara,MH,0.035,0.046,0.054,0.065,0.058,0.063,0.065,0.082,0.073,0.041,0.039,0.056,0.059,0.072,0.048,0.063,0.052,0.029
112245,Eselnita,MH,0.045,0.046,0.06,0.064,0.079,0.068,0.082,0.096,0.095,0.048,0.056,0.067,0.057,0.048,0.033,0.034,0.013,0.008
112263,Ilovat,MH,0.036,0.047,0.052,0.062,0.056,0.039,0.062,0.085,0.077,0.038,0.053,0.049,0.059,0.068,0.056,0.065,0.065,0.03
112334,Ilovita,MH,0.043,0.054,0.042,0.058,0.079,0.058,0.08,0.083,0.087,0.042,0.042,0.076,0.063,0.057,0.057,0.04,0.028,0.011
112370,Isverna,MH,0.036,0.052,0.062,0.076,0.067,0.057,0.07,0.071,0.079,0.041,0.043,0.056,0.051,0.061,0.06,0.059,0.041,0.018
112469,Izvoru Barzii,MH,0.039,0.052,0.053,0.061,0.071,0.064,0.074,0.083,0.092,0.041,0.065,0.061,0.051,0.06,0.04,0.046,0.03,0.018
112548,Jiana,MH,0.062,0.072,0.064,0.062,0.071,0.061,0.073,0.064,0.068,0.063,0.049,0.052,0.05,0.059,0.037,0.041,0.035,0.016
112600,Livezile,MH,0.042,0.04,0.046,0.046,0.068,0.06,0.069,0.064,0.071,0.038,0.058,0.058,0.063,0.07,0.066,0.051,0.044,0.045
112664,Malovat,MH,0.037,0.051,0.055,0.054,0.077,0.05,0.084,0.079,0.091,0.045,0.056,0.063,0.06,0.058,0.038,0.046,0.035,0.022
112744,Obarsia De Camp,MH,0.022,0.051,0.043,0.049,0.056,0.056,0.071,0.073,0.077,0.032,0.042,0.06,0.075,0.076,0.077,0.071,0.044,0.025
112771,Oprisor,MH,0.029,0.034,0.046,0.056,0.059,0.05,0.065,0.073,0.071,0.033,0.049,0.061,0.06,0.09,0.069,0.071,0.055,0.028
112806,Padina,MH,0.035,0.041,0.04,0.051,0.037,0.043,0.052,0.068,0.063,0.034,0.048,0.048,0.059,0.105,0.074,0.107,0.057,0.038
112879,Patulele,MH,0.038,0.044,0.055,0.063,0.065,0.059,0.077,0.076,0.074,0.04,0.051,0.066,0.07,0.069,0.049,0.05,0.032,0.021
112904,Dubova,MH,0.034,0.051,0.049,0.067,0.072,0.066,0.078,0.084,0.093,0.029,0.039,0.069,0.07,0.072,0.05,0.035,0.021,0.02
112959,Podeni,MH,0.032,0.034,0.045,0.049,0.073,0.044,0.052,0.06,0.084,0.034,0.058,0.079,0.039,0.076,0.073,0.092,0.043,0.032
112995,Ponoarele,MH,0.033,0.05,0.071,0.07,0.081,0.062,0.087,0.086,0.075,0.046,0.049,0.07,0.053,0.057,0.04,0.032,0.025,0.013
113153,Poroina Mare,MH,0.036,0.052,0.038,0.041,0.066,0.052,0.061,0.069,0.055,0.037,0.05,0.052,0.063,0.075,0.078,0.078,0.06,0.037
113206,Pristol,MH,0.03,0.029,0.045,0.058,0.048,0.041,0.06,0.06,0.071,0.019,0.059,0.059,0.078,0.095,0.068,0.085,0.051,0.044
113233,Prunisor,MH,0.039,0.053,0.052,0.054,0.052,0.056,0.07,0.079,0.079,0.044,0.054,0.054,0.058,0.061,0.057,0.063,0.048,0.028
113395,Punghina,MH,0.091,0.085,0.072,0.074,0.07,0.064,0.065,0.06,0.054,0.09,0.037,0.039,0.04,0.046,0.034,0.038,0.026,0.015
113466,Rogova,MH,0.046,0.051,0.057,0.052,0.077,0.057,0.081,0.066,0.066,0.055,0.056,0.071,0.054,0.078,0.052,0.043,0.02,0.017
113493,Salcia,MH,0.025,0.041,0.052,0.051,0.056,0.053,0.081,0.079,0.078,0.03,0.045,0.065,0.066,0.09,0.061,0.066,0.038,0.022
113518,Stangaceaua,MH,0.025,0.054,0.064,0.072,0.064,0.056,0.082,0.086,0.069,0.035,0.044,0.068,0.062,0.065,0.052,0.052,0.032,0.019
113607,Svinita,MH,0.019,0.041,0.051,0.063,0.077,0.07,0.061,0.091,0.084,0.022,0.068,0.084,0.06,0.065,0.044,0.044,0.035,0.022
113625,Sisesti,MH,0.04,0.053,0.051,0.064,0.07,0.055,0.062,0.08,0.088,0.038,0.056,0.053,0.047,0.057,0.052,0.062,0.043,0.028
113698,Sovarna,MH,0.033,0.042,0.049,0.05,0.07,0.047,0.077,0.06,0.098,0.029,0.052,0.064,0.053,0.068,0.05,0.065,0.07,0.024
113732,Tamna,MH,0.067,0.08,0.072,0.069,0.075,0.059,0.064,0.072,0.066,0.071,0.044,0.046,0.048,0.044,0.042,0.035,0.032,0.015
113849,Vanatori,MH,0.031,0.041,0.051,0.05,0.064,0.056,0.067,0.07,0.063,0.037,0.06,0.069,0.061,0.065,0.067,0.08,0.043,0.025
113894,Vanjulet,MH,0.056,0.077,0.07,0.063,0.069,0.062,0.095,0.074,0.072,0.066,0.039,0.049,0.057,0.044,0.035,0.041,0.017,0.014
113929,Vladaia,MH,0.039,0.057,0.054,0.058,0.06,0.053,0.056,0.061,0.075,0.052,0.045,0.051,0.052,0.083,0.066,0.075,0.034,0.029
113974,Voloiac,MH,0.034,0.06,0.075,0.069,0.061,0.052,0.072,0.084,0.087,0.053,0.041,0.051,0.05,0.066,0.045,0.043,0.036,0.019
114060,Branistea,MH,0.05,0.036,0.052,0.07,0.067,0.056,0.071,0.08,0.072,0.043,0.054,0.054,0.052,0.071,0.047,0.063,0.033,0.028
114079,Vrata,MH,0.055,0.064,0.089,0.063,0.072,0.058,0.082,0.072,0.067,0.058,0.044,0.055,0.047,0.046,0.035,0.048,0.027,0.02
114319,Municipiul Targu Mures,MS,0.043,0.042,0.04,0.045,0.072,0.076,0.089,0.083,0.089,0.048,0.06,0.073,0.075,0.057,0.043,0.032,0.019,0.013
114355,Cristesti,MS,0.067,0.053,0.051,0.06,0.086,0.07,0.078,0.076,0.091,0.057,0.064,0.062,0.051,0.039,0.035,0.027,0.019,0.013
114382,Sancraiu De Mures,MS,0.059,0.052,0.055,0.055,0.074,0.076,0.087,0.082,0.084,0.052,0.056,0.065,0.057,0.044,0.035,0.03,0.022,0.015
114417,Sangeorgiu De Mures,MS,0.061,0.054,0.046,0.054,0.079,0.084,0.093,0.085,0.084,0.066,0.055,0.066,0.058,0.039,0.03,0.023,0.013,0.01
114453,Santana De Mures,MS,0.064,0.061,0.056,0.05,0.074,0.078,0.091,0.077,0.075,0.057,0.057,0.062,0.067,0.045,0.032,0.023,0.02,0.011
114514,Municipiul Sighisoara,MS,0.035,0.046,0.048,0.053,0.081,0.071,0.086,0.085,0.098,0.043,0.062,0.074,0.073,0.052,0.034,0.028,0.018,0.012
114603,Albesti,MS,0.059,0.056,0.053,0.06,0.08,0.072,0.085,0.083,0.081,0.061,0.045,0.06,0.054,0.048,0.03,0.032,0.023,0.016
114710,Oras Ludus,MS,0.041,0.049,0.049,0.054,0.076,0.072,0.081,0.082,0.084,0.049,0.062,0.069,0.068,0.056,0.039,0.035,0.022,0.014
114809,Municipiul Reghin,MS,0.045,0.051,0.047,0.049,0.083,0.073,0.087,0.079,0.088,0.052,0.067,0.074,0.069,0.047,0.034,0.027,0.017,0.011
114854,Oras Sovata,MS,0.039,0.055,0.052,0.055,0.073,0.069,0.086,0.08,0.09,0.048,0.052,0.07,0.065,0.05,0.047,0.032,0.02,0.015
114925,Municipiul Tarnaveni,MS,0.04,0.052,0.052,0.056,0.074,0.067,0.083,0.086,0.085,0.049,0.06,0.071,0.072,0.051,0.035,0.033,0.022,0.015
114970,Acatari,MS,0.058,0.057,0.061,0.07,0.066,0.065,0.079,0.081,0.079,0.055,0.048,0.058,0.052,0.049,0.045,0.036,0.024,0.017
115076,Adamus,MS,0.041,0.057,0.065,0.062,0.073,0.065,0.075,0.091,0.082,0.05,0.049,0.058,0.051,0.056,0.038,0.04,0.029,0.019
115147,Alunis,MS,0.045,0.049,0.054,0.053,0.073,0.062,0.075,0.08,0.075,0.051,0.051,0.064,0.067,0.06,0.051,0.042,0.029,0.02
