"Code","City","County","Orthodox","Roman_Catholic","Reformed","Pentecostal","Greek_Catholic","Baptist","Seventh.day_Adventist","Islam","Unitarian","Jehova_Witnesses","Evangelical","Old_Calendarists","Evangelical_Lutheran","Serbian_Orthodox","Romanian_Evangelical","Evangelical_Augustan","Judaism","Armenian_Apostolic","Other_Religion","Without_religion","Atheists"
76674,"Liesti","GL",0.984,0,0,0,0,0,0.001,0,0,0.001,0.001,0.012,0,0,0,0,0,0,0,0,0.001
76692,"Matca","GL",0.922,0,0,0,0,0,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76718,"Mastacani","GL",0.999,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76745,"Movileni","GL",0.99,0,0,0.009,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76763,"Namoloasa","GL",0.967,0,0,0.029,0,0,0.002,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0
76807,"Nicoresti","GL",0.993,0,0,0,0,0.001,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
76932,"Oancea","GL",0.989,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76969,"Pechea","GL",0.994,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76996,"Piscu","GL",0.981,0.001,0,0.015,0,0,0.002,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0
77028,"Priponesti","GL",0.994,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77082,"Rediu","GL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77126,"Scanteiesti","GL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77153,"Schela","GL",0.918,0.004,0,0.072,0,0,0,0,0,0,0.004,0.002,0,0,0,0,0,0,0,0,0
77180,"Slobozia Conachi","GL",0.982,0,0,0.016,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.001,0
77224,"Smardan","GL",0.966,0.002,0,0.025,0,0,0.003,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0
77260,"Smulti","GL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77288,"Suceveni","GL",0.966,0,0,0.002,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
